,NOC,Sport,count
3805,USA,Figure Skating,293
3806,USA,Football,301
3807,USA,Freestyle Skiing,105
3808,USA,Golf,116
3809,USA,Gymnastics,2013
3810,USA,Handball,142
3811,USA,Hockey,182
3812,USA,Ice Hockey,498
3813,USA,Jeu De Paume,2
3814,USA,Judo,105
3815,USA,Lacrosse,12
3816,USA,Luge,142
3817,USA,Modern Pentathlon,98
3818,USA,Nordic Combined,128
3819,USA,Polo,12
3820,USA,Rhythmic Gymnastics,21
3821,USA,Roque,4
3822,USA,Rowing,828
3823,USA,Rugby,36
3824,USA,Rugby Sevens,25
3825,USA,Sailing,296
3826,USA,Shooting,645
3827,USA,Short Track Speed Skating,135
3828,USA,Skeleton,25
3829,USA,Ski Jumping,175
3830,USA,Snowboarding,85
3831,USA,Softball,60
3832,USA,Speed Skating,570
3833,USA,Swimming,1638
3834,USA,Synchronized Swimming,62
3835,USA,Table Tennis,69
3836,USA,Taekwondo,18
3837,USA,Tennis,200
3838,USA,Trampolining,8
3839,USA,Triathlon,29
3840,USA,Tug-Of-War,35
3841,USA,Volleyball,263
3842,USA,Water Polo,317
3843,USA,Weightlifting,153
3844,USA,Wrestling,383
3845,UZB,Alpine Skiing,12
3846,UZB,Athletics,94
3847,UZB,Boxing,50
3848,UZB,Canoeing,47
3849,UZB,Cycling,5
3850,UZB,Fencing,3
3851,UZB,Figure Skating,15
3852,UZB,Freestyle Skiing,4
3853,UZB,Gymnastics,35
3854,UZB,Judo,42
3855,UZB,Rhythmic Gymnastics,7
3856,UZB,Rowing,6
3857,UZB,Shooting,20
3858,UZB,Swimming,56
3859,UZB,Table Tennis,2
3860,UZB,Taekwondo,11
3861,UZB,Tennis,6
3862,UZB,Trampolining,5
3863,UZB,Weightlifting,23
3864,UZB,Wrestling,52
3865,VAN,Archery,1
3866,VAN,Athletics,25
3867,VAN,Boxing,2
3868,VAN,Judo,2
3869,VAN,Rowing,1
3870,VAN,Table Tennis,4
3871,VEN,Alpine Skiing,1
3872,VEN,Archery,5
3873,VEN,Art Competitions,1
3874,VEN,Athletics,117
3875,VEN,Basketball,22
3876,VEN,Beach Volleyball,4
3877,VEN,Boxing,82
3878,VEN,Canoeing,5
3879,VEN,Cycling,104
3880,VEN,Diving,18
3881,VEN,Equestrianism,10
3882,VEN,Fencing,90
3883,VEN,Football,16
3884,VEN,Golf,1
3885,VEN,Gymnastics,23
3886,VEN,Judo,40
3887,VEN,Luge,6
3888,VEN,Rowing,2
3889,VEN,Sailing,21
3890,VEN,Shooting,57
3891,VEN,Softball,15
3892,VEN,Swimming,161
3893,VEN,Synchronized Swimming,5
3894,VEN,Table Tennis,12
3895,VEN,Taekwondo,10
3896,VEN,Tennis,11
3897,VEN,Triathlon,2
3898,VEN,Volleyball,22
3899,VEN,Weightlifting,27
3900,VEN,Wrestling,35
3901,VIE,Athletics,29
3902,VIE,Badminton,5
3903,VIE,Boxing,2
3904,VIE,Canoeing,1
3905,VIE,Cycling,1
3906,VIE,Fencing,5
3907,VIE,Gymnastics,14
3908,VIE,Judo,3
3909,VIE,Rowing,6
3910,VIE,Shooting,23
3911,VIE,Swimming,37
3912,VIE,Table Tennis,2
3913,VIE,Taekwondo,9
3914,VIE,Weightlifting,9
3915,VIE,Wrestling,8
3916,VIN,Athletics,36
3917,VIN,Swimming,6
3918,VNM,Athletics,5
3919,VNM,Boxing,1
3920,VNM,Cycling,31
3921,VNM,Fencing,8
3922,VNM,Judo,3
3923,VNM,Shooting,5
3924,VNM,Swimming,9
3925,WIF,Athletics,12
3926,WIF,Cycling,3
3927,WIF,Sailing,2
3928,WIF,Shooting,2
3929,WIF,Weightlifting,1
3930,YAR,Athletics,7
3931,YAR,Judo,2
3932,YAR,Wrestling,2
3933,YEM,Athletics,14
3934,YEM,Gymnastics,4
3935,YEM,Judo,8
3936,YEM,Swimming,3
3937,YEM,Taekwondo,2
3938,YEM,Wrestling,1
3939,YMD,Athletics,3
3940,YMD,Boxing,2
3941,YUG,Alpine Skiing,150
3942,YUG,Archery,2
3943,YUG,Art Competitions,15
3944,YUG,Athletics,195
3945,YUG,Basketball,132
3946,YUG,Biathlon,26
3947,YUG,Bobsleigh,22
3948,YUG,Boxing,45
3949,YUG,Canoeing,48
3950,YUG,Cross Country Skiing,134
3951,YUG,Cycling,82
3952,YUG,Diving,2
3953,YUG,Equestrianism,7
3954,YUG,Fencing,25
3955,YUG,Figure Skating,4
3956,YUG,Football,160
3957,YUG,Gymnastics,647
3958,YUG,Handball,115
3959,YUG,Ice Hockey,93
3960,YUG,Judo,24
3961,YUG,Luge,5
3962,YUG,Nordic Combined,7
3963,YUG,Rhythmic Gymnastics,4
3964,YUG,Rowing,132
3965,YUG,Sailing,18
3966,YUG,Shooting,57
3967,YUG,Ski Jumping,72
3968,YUG,Speed Skating,24
3969,YUG,Swimming,104
3970,YUG,Table Tennis,9
3971,YUG,Tennis,6
3972,YUG,Volleyball,12
3973,YUG,Water Polo,122
3974,YUG,Weightlifting,4
3975,YUG,Wrestling,79
3976,ZAM,Athletics,70
3977,ZAM,Badminton,1
3978,ZAM,Boxing,51
3979,ZAM,Fencing,1
3980,ZAM,Football,32
3981,ZAM,Judo,12
3982,ZAM,Swimming,14
3983,ZAM,Wrestling,2
3984,ZIM,Alpine Skiing,2
3985,ZIM,Archery,9
3986,ZIM,Athletics,82
3987,ZIM,Boxing,11
3988,ZIM,Cycling,9
3989,ZIM,Diving,17
3990,ZIM,Equestrianism,1
3991,ZIM,Football,17
3992,ZIM,Hockey,30
3993,ZIM,Judo,7
3994,ZIM,Rowing,7
3995,ZIM,Sailing,8
3996,ZIM,Shooting,21
3997,ZIM,Swimming,67
3998,ZIM,Tennis,19
3999,ZIM,Triathlon,3
4000,ZIM,Weightlifting,1
