,"(1896, '1')","(1896, '2')","(1896, '3')","(1900, '1')","(1900, '2')","(1900, '3')","(1904, '1')","(1904, '2')","(1904, '3')","(1906, '1')","(1906, '2')","(1906, '3')","(1908, '1')","(1908, '2')","(1908, '3')","(1912, '1')","(1912, '2')","(1912, '3')","(1920, '1')","(1920, '2')","(1920, '3')","(1924, '1')","(1924, '2')","(1924, '3')","(1928, '1')","(1928, '2')","(1928, '3')","(1932, '1')","(1932, '2')","(1932, '3')","(1936, '1')","(1936, '2')","(1936, '3')","(1948, '1')","(1948, '2')","(1948, '3')","(1952, '1')","(1952, '2')","(1952, '3')","(1956, '1')","(1956, '2')","(1956, '3')","(1960, '1')","(1960, '2')","(1960, '3')","(1964, '1')","(1964, '2')","(1964, '3')","(1968, '1')","(1968, '2')","(1968, '3')","(1972, '1')","(1972, '2')","(1972, '3')","(1976, '1')","(1976, '2')","(1976, '3')","(1980, '1')","(1980, '2')","(1980, '3')","(1984, '1')","(1984, '2')","(1984, '3')","(1988, '1')","(1988, '2')","(1988, '3')","(1992, '1')","(1992, '2')","(1992, '3')","(1994, '1')","(1994, '2')","(1994, '3')","(1996, '1')","(1996, '2')","(1996, '3')","(1998, '1')","(1998, '2')","(1998, '3')","(2000, '1')","(2000, '2')","(2000, '3')","(2002, '1')","(2002, '2')","(2002, '3')","(2004, '1')","(2004, '2')","(2004, '3')","(2006, '1')","(2006, '2')","(2006, '3')","(2008, '1')","(2008, '2')","(2008, '3')","(2010, '1')","(2010, '2')","(2010, '3')","(2012, '1')","(2012, '2')","(2012, '3')","(2014, '1')","(2014, '2')","(2014, '3')","(2016, '1')","(2016, '2')","(2016, '3')"
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Nordic Combined,3,SUI,Swimming,9,ROU,Canoeing,1,TCH,Swimming,2,NZL,Rowing,1,NEP,Boxing,4,LIE,Luge,3,JPN,Luge,11,KOR,Judo,5,NZL,Alpine Skiing,11,IRL,Archery,2,GBR,Synchronized Swimming,5,FIN,Badminton,2,,,,GBR,Canoeing,20,,,,FIN,Judo,1,,,,EST,Shooting,1,,,,ESP,Rowing,1,,,,EGY,Wrestling,11,,,,DOM,Tennis,1
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Rowing,5,SUI,Water Polo,7,ROU,Cross Country Skiing,12,TCH,Weightlifting,1,NZL,Sailing,3,NGR,Athletics,15,LUX,Athletics,2,JPN,Modern Pentathlon,6,KOR,Shooting,5,NZL,Canoeing,6,IRL,Athletics,19,GBR,Table Tennis,7,FIN,Biathlon,23,,,,GBR,Cycling,22,,,,FIN,Rhythmic Gymnastics,1,,,,EST,Swimming,8,,,,ESP,Sailing,16,,,,ERI,Athletics,11,,,,DOM,Weightlifting,3
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Sailing,15,SUI,Weightlifting,3,ROU,Cycling,10,THA,Athletics,13,NZL,Weightlifting,1,NGR,Boxing,4,LUX,Cycling,1,JPN,Nordic Combined,4,KOR,Speed Skating,8,NZL,Modern Pentathlon,1,IRL,Boxing,6,GBR,Tennis,8,FIN,Boxing,1,,,,GBR,Diving,6,,,,FIN,Sailing,10,,,,EST,Tennis,3,,,,ESP,Shooting,10,,,,ERI,Cycling,1,,,,ECU,Athletics,18
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Shooting,9,SUI,Wrestling,13,ROU,Equestrianism,12,THA,Basketball,9,NZL,Wrestling,1,NIG,Boxing,1,LUX,Fencing,1,JPN,Rowing,3,KOR,Volleyball,24,PER,Athletics,6,IRL,Canoeing,2,GBR,Weightlifting,10,FIN,Canoeing,3,,,,GBR,Equestrianism,23,,,,FIN,Shooting,10,,,,EST,Triathlon,1,,,,ESP,Swimming,32,,,,ESA,Athletics,2,,,,ECU,Boxing,4
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Ski Jumping,4,SWE,Alpine Skiing,16,ROU,Fencing,17,THA,Boxing,5,PAK,Athletics,19,NOR,Alpine Skiing,16,LUX,Shooting,1,JPN,Sailing,3,KOR,Wrestling,11,PER,Shooting,9,IRL,Cycling,8,GBR,Wrestling,6,FIN,Cross Country Skiing,39,,,,GBR,Fencing,2,,,,FIN,Swimming,17,,,,EST,Wrestling,1,,,,ESP,Synchronized Swimming,10,,,,ESA,Cycling,1,,,,ECU,Canoeing,1
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Speed Skating,4,SWE,Art Competitions,7,ROU,Football,11,THA,Football,11,PAK,Boxing,4,NOR,Athletics,7,LUX,Swimming,2,JPN,Shooting,7,KSA,Athletics,19,PER,Swimming,11,IRL,Equestrianism,9,GDR,Athletics,72,FIN,Cycling,3,,,,GBR,Gymnastics,24,,,,FIN,Taekwondo,2,,,,ETH,Athletics,25,,,,ESP,Table Tennis,7,,,,ESA,Judo,1,,,,ECU,Cycling,2
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Swimming,6,SWE,Athletics,57,ROU,Gymnastics,120,THA,Sailing,2,PAK,Cycling,3,NOR,Biathlon,4,MAD,Athletics,5,JPN,Ski Jumping,8,KUW,Athletics,9,PER,Volleyball,10,IRL,Judo,1,GDR,Biathlon,12,FIN,Equestrianism,1,,,,GBR,Hockey,32,,,,FIN,Weightlifting,1,,,,ETH,Boxing,2,,,,ESP,Taekwondo,3,,,,ESA,Rowing,2,,,,ECU,Equestrianism,1
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Water Polo,10,SWE,Boxing,4,ROU,Nordic Combined,1,TPE,Athletics,5,PAK,Hockey,13,NOR,Cross Country Skiing,20,MAD,Cycling,1,JPN,Speed Skating,21,KUW,Diving,1,PER,Wrestling,2,IRL,Sailing,1,GDR,Bobsleigh,12,FIN,Figure Skating,3,,,,GBR,Judo,13,,,,FIN,Wrestling,4,,,,FIJ,Archery,1,,,,ESP,Tennis,16,,,,ESA,Shooting,2,,,,ECU,Judo,3
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Weightlifting,2,SWE,Canoeing,13,ROU,Rowing,9,TPE,Basketball,11,PAK,Shooting,5,NOR,Figure Skating,2,MAR,Alpine Skiing,8,JPN,Swimming,36,KUW,Fencing,7,POL,Archery,3,IRL,Shooting,2,GDR,Boxing,11,FIN,Freestyle Skiing,4,,,,GBR,Modern Pentathlon,1,,,,FRA,Archery,8,,,,FIJ,Athletics,2,,,,ESP,Triathlon,4,,,,ESA,Swimming,2,,,,ECU,Rowing,1
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Wrestling,14,SWE,Cross Country Skiing,15,ROU,Shooting,5,TPE,Boxing,1,PAK,Weightlifting,2,NOR,Gymnastics,14,MAR,Athletics,4,JPN,Volleyball,24,KUW,Judo,4,POL,Athletics,67,IRL,Swimming,5,GDR,Canoeing,23,FIN,Ice Hockey,22,,,,GBR,Rowing,37,,,,FRA,Athletics,60,,,,FIJ,Judo,2,,,,ESP,Water Polo,13,,,,ESA,Weightlifting,1,,,,ECU,Shooting,1
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Alpine Skiing,7,SWE,Cycling,8,ROU,Swimming,1,TPE,Shooting,3,PAK,Wrestling,7,NOR,Ice Hockey,17,MAR,Basketball,12,JPN,Water Polo,11,LIB,Alpine Skiing,1,POL,Basketball,12,IRQ,Boxing,3,GDR,Cross Country Skiing,22,FIN,Judo,7,,,,GBR,Sailing,16,,,,FRA,Badminton,3,,,,FIJ,Shooting,1,,,,ESP,Weightlifting,2,,,,ESP,Archery,2,,,,ECU,Swimming,3
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Art Competitions,35,SWE,Diving,3,ROU,Water Polo,8,TPE,Weightlifting,3,PAN,Athletics,6,NOR,Luge,5,MAR,Boxing,5,JPN,Weightlifting,9,LIB,Athletics,2,POL,Boxing,11,IRQ,Football,15,GDR,Cycling,19,FIN,Nordic Combined,7,,,,GBR,Shooting,7,,,,FRA,Basketball,24,,,,FIJ,Swimming,2,,,,ESP,Wrestling,3,,,,ESP,Athletics,46,,,,ECU,Triathlon,1
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Athletics,36,SWE,Equestrianism,18,ROU,Weightlifting,4,TTO,Athletics,5,PAN,Weightlifting,1,NOR,Nordic Combined,4,MAR,Wrestling,4,JPN,Wrestling,20,LIB,Judo,1,POL,Canoeing,19,IRQ,Weightlifting,2,GDR,Diving,4,FIN,Rhythmic Gymnastics,1,,,,GBR,Swimming,52,,,,FRA,Beach Volleyball,4,,,,FIJ,Weightlifting,1,,,,EST,Athletics,14,,,,ESP,Badminton,2,,,,ECU,Weightlifting,3
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Basketball,12,SWE,Fencing,12,ROU,Wrestling,7,TTO,Cycling,3,PAN,Wrestling,1,NOR,Rowing,5,MAS,Athletics,14,KEN,Athletics,33,LIB,Wrestling,1,POL,Cross Country Skiing,3,IRQ,Wrestling,5,GDR,Fencing,10,FIN,Rowing,3,,,,GBR,Table Tennis,5,,,,FRA,Boxing,8,,,,FIN,Archery,1,,,,EST,Badminton,2,,,,ESP,Basketball,12,,,,ECU,Wrestling,2
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Bobsleigh,12,SWE,Football,12,RSA,Athletics,21,TTO,Weightlifting,2,PER,Football,19,NOR,Sailing,9,MAS,Cycling,2,KEN,Boxing,8,LIE,Alpine Skiing,13,POL,Cycling,15,ISL,Alpine Skiing,6,GDR,Figure Skating,5,FIN,Sailing,8,,,,GBR,Tennis,7,,,,FRA,Canoeing,18,,,,FIN,Athletics,25,,,,EST,Beach Volleyball,2,,,,ESP,Beach Volleyball,4,,,,EGY,Archery,2
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Boxing,8,SWE,Gymnastics,8,RSA,Boxing,8,TUR,Alpine Skiing,10,PER,Rowing,2,NOR,Shooting,6,MAS,Hockey,17,KEN,Hockey,18,LIE,Athletics,5,POL,Diving,2,ISL,Athletics,7,GDR,Gymnastics,84,FIN,Shooting,15,,,,GBR,Weightlifting,1,,,,FRA,Cycling,38,,,,FIN,Badminton,3,,,,EST,Cycling,5,,,,ESP,Boxing,2,,,,EGY,Athletics,4
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Canoeing,14,SWE,Ice Hockey,16,RSA,Cycling,14,TUR,Equestrianism,12,PER,Shooting,12,NOR,Ski Jumping,8,MAS,Weightlifting,2,KEN,Shooting,10,LIE,Cross Country Skiing,2,POL,Equestrianism,21,ISL,Cross Country Skiing,4,GDR,Handball,13,FIN,Ski Jumping,12,,,,GBR,Wrestling,1,,,,FRA,Diving,12,,,,FIN,Canoeing,2,,,,EST,Fencing,1,,,,ESP,Canoeing,8,,,,EGY,Beach Volleyball,2
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Cross Country Skiing,12,SWE,Modern Pentathlon,3,RSA,Diving,1,TUR,Wrestling,16,PHI,Athletics,10,NOR,Speed Skating,14,MEX,Athletics,39,KOR,Athletics,2,LIE,Judo,4,POL,Fencing,31,ISL,Handball,15,GDR,Judo,4,FIN,Speed Skating,4,,,,GBS,Athletics,2,,,,FRA,Equestrianism,15,,,,FIN,Diving,2,,,,EST,Judo,1,,,,ESP,Cycling,19,,,,EGY,Boxing,4
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Cycling,8,SWE,Nordic Combined,3,RSA,Gymnastics,21,UGA,Athletics,5,PHI,Basketball,12,NOR,Wrestling,2,MEX,Basketball,12,KOR,Boxing,6,LIE,Luge,5,POL,Gymnastics,57,ISL,Judo,2,GDR,Luge,10,FIN,Swimming,38,,,,GBS,Wrestling,1,,,,FRA,Fencing,28,,,,FIN,Judo,1,,,,EST,Rhythmic Gymnastics,1,,,,ESP,Diving,2,,,,EGY,Canoeing,2
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Diving,5,SWE,Rowing,3,RSA,Modern Pentathlon,1,URS,Alpine Skiing,18,PHI,Boxing,1,NZL,Athletics,20,MEX,Boxing,11,KOR,Figure Skating,1,LUX,Athletics,4,POL,Handball,14,ISL,Sailing,2,GDR,Nordic Combined,6,FIN,Synchronized Swimming,1,,,,GEO,Archery,1,,,,FRA,Gymnastics,71,,,,FIN,Sailing,4,,,,EST,Rowing,7,,,,ESP,Equestrianism,6,,,,EGY,Cycling,1
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Equestrianism,18,SWE,Sailing,13,RSA,Rowing,5,URS,Athletics,91,PHI,Sailing,3,NZL,Boxing,2,MEX,Canoeing,13,KOR,Judo,4,LUX,Cycling,2,POL,Hockey,32,ISL,Swimming,9,GDR,Rowing,44,FIN,Weightlifting,4,,,,GEO,Athletics,2,,,,FRA,Handball,30,,,,FIN,Shooting,9,,,,EST,Sailing,2,,,,ESP,Football,17,,,,EGY,Diving,4
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Fencing,27,SWE,Shooting,12,RSA,Sailing,4,URS,Basketball,12,PHI,Shooting,8,NZL,Cycling,8,MEX,Cycling,18,KOR,Shooting,5,LUX,Fencing,2,POL,Ice Hockey,20,ISR,Athletics,10,GDR,Sailing,9,FIN,Wrestling,7,,,,GEO,Boxing,5,,,,FRA,Judo,14,,,,FIN,Swimming,16,,,,EST,Shooting,1,,,,ESP,Gymnastics,33,,,,EGY,Equestrianism,1
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Figure Skating,3,SWE,Ski Jumping,4,RSA,Shooting,1,URS,Boxing,10,PHI,Swimming,13,NZL,Equestrianism,6,MEX,Diving,9,KOR,Speed Skating,10,LUX,Shooting,1,POL,Judo,8,ISR,Boxing,2,GDR,Shooting,21,FRA,Alpine Skiing,37,,,,GEO,Diving,2,,,,FRA,Modern Pentathlon,3,,,,FIN,Taekwondo,1,,,,EST,Swimming,12,,,,ESP,Handball,29,,,,EGY,Fencing,11
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Gymnastics,72,SWE,Speed Skating,16,RSA,Swimming,16,URS,Canoeing,13,PHI,Weightlifting,2,NZL,Gymnastics,15,MEX,Equestrianism,16,KOR,Swimming,2,MAR,Boxing,5,POL,Modern Pentathlon,6,ISR,Canoeing,1,GDR,Ski Jumping,4,FRA,Archery,12,,,,GEO,Fencing,1,,,,FRA,Rhythmic Gymnastics,7,,,,FIN,Tennis,1,,,,EST,Tennis,4,,,,ESP,Hockey,18,,,,EGY,Gymnastics,4
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Ice Hockey,13,SWE,Swimming,20,RSA,Water Polo,8,URS,Cross Country Skiing,23,POL,Athletics,64,NZL,Hockey,14,MEX,Fencing,31,KOR,Volleyball,19,MAR,Wrestling,4,POL,Nordic Combined,4,ISR,Fencing,4,GDR,Speed Skating,27,FRA,Athletics,68,,,,GEO,Gymnastics,7,,,,FRA,Rowing,23,,,,FIN,Wrestling,2,,,,EST,Triathlon,1,,,,ESP,Judo,6,,,,EGY,Handball,14
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Nordic Combined,4,SWE,Water Polo,10,RSA,Weightlifting,4,URS,Cycling,16,POL,Basketball,12,NZL,Rowing,15,MEX,Football,17,KOR,Weightlifting,1,MAS,Athletics,4,POL,Rowing,43,ISR,Gymnastics,24,GDR,Swimming,64,FRA,Badminton,6,,,,GEO,Judo,6,,,,FRA,Sailing,12,,,,FRA,Archery,12,,,,ETH,Athletics,29,,,,ESP,Rhythmic Gymnastics,7,,,,EGY,Judo,5
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Rowing,17,SWE,Weightlifting,4,RSA,Wrestling,5,URS,Diving,12,POL,Boxing,10,NZL,Sailing,3,MEX,Gymnastics,84,KOR,Wrestling,4,MAS,Cycling,1,POL,Sailing,12,ISR,Judo,2,GDR,Volleyball,12,FRA,Biathlon,23,,,,GEO,Modern Pentathlon,1,,,,FRA,Shooting,17,,,,FRA,Athletics,63,,,,FIJ,Athletics,2,,,,ESP,Sailing,14,,,,EGY,Modern Pentathlon,3
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Sailing,2,SWE,Wrestling,16,SAA,Athletics,8,URS,Equestrianism,18,POL,Canoeing,10,NZL,Swimming,2,MEX,Hockey,17,KSA,Athletics,14,MAS,Hockey,16,POL,Shooting,12,ISR,Rhythmic Gymnastics,1,GDR,Weightlifting,4,FRA,Bobsleigh,12,,,,GEO,Rhythmic Gymnastics,1,,,,FRA,Swimming,31,,,,FRA,Badminton,3,,,,FIJ,Judo,1,,,,ESP,Shooting,12,,,,EGY,Rowing,2
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Shooting,8,SYR,Diving,1,SAA,Boxing,3,URS,Fencing,29,POL,Cross Country Skiing,18,NZL,Weightlifting,1,MEX,Modern Pentathlon,6,KUW,Athletics,2,MAS,Shooting,2,POL,Ski Jumping,6,ISR,Sailing,5,GDR,Wrestling,8,FRA,Boxing,5,,,,GEO,Sailing,2,,,,FRA,Synchronized Swimming,10,,,,FRA,Beach Volleyball,2,,,,FIJ,Shooting,1,,,,ESP,Swimming,30,,,,EGY,Sailing,1
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Ski Jumping,4,TCH,Alpine Skiing,16,SAA,Canoeing,5,URS,Football,18,POL,Cycling,8,NZL,Wrestling,2,MEX,Rowing,25,KUW,Swimming,2,MAS,Swimming,2,POL,Speed Skating,6,ISR,Shooting,7,GEQ,Athletics,7,FRA,Canoeing,36,,,,GEO,Shooting,5,,,,FRA,Table Tennis,8,,,,FRA,Boxing,6,,,,FIJ,Swimming,1,,,,ESP,Synchronized Swimming,10,,,,EGY,Shooting,15
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Speed Skating,6,TCH,Art Competitions,14,SAA,Fencing,15,URS,Gymnastics,90,POL,Diving,2,PAK,Athletics,8,MEX,Sailing,11,LBR,Athletics,5,MEX,Athletics,10,POL,Swimming,12,ISR,Swimming,8,GHA,Athletics,16,FRA,Cross Country Skiing,35,,,,GEO,Weightlifting,1,,,,FRA,Taekwondo,2,,,,FRA,Canoeing,16,,,,FIJ,Weightlifting,1,,,,ESP,Table Tennis,7,,,,EGY,Swimming,10
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Swimming,4,TCH,Athletics,13,SAA,Gymnastics,48,URS,Ice Hockey,17,POL,Equestrianism,8,PAK,Boxing,4,MEX,Shooting,14,LES,Athletics,2,MEX,Basketball,12,POL,Volleyball,11,ISR,Weightlifting,1,GHA,Boxing,4,FRA,Cycling,20,,,,GEO,Wrestling,8,,,,FRA,Tennis,11,,,,FRA,Cycling,33,,,,FIN,Archery,1,,,,ESP,Taekwondo,3,,,,EGY,Synchronized Swimming,11
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Water Polo,7,TCH,Basketball,14,SAA,Rowing,7,URS,Modern Pentathlon,6,POL,Fencing,33,PAK,Cycling,7,MEX,Swimming,73,LIB,Alpine Skiing,2,MEX,Boxing,3,POL,Weightlifting,10,ISV,Athletics,5,GHA,Table Tennis,1,FRA,Diving,2,,,,GEQ,Athletics,8,,,,FRA,Trampolining,1,,,,FRA,Diving,1,,,,FIN,Athletics,19,,,,ESP,Tennis,16,,,,EGY,Table Tennis,7
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Weightlifting,6,TCH,Bobsleigh,6,SAA,Shooting,3,URS,Nordic Combined,4,POL,Football,13,PAK,Hockey,16,MEX,Volleyball,24,LIB,Athletics,3,MEX,Canoeing,8,POL,Wrestling,20,ISV,Boxing,1,GRE,Alpine Skiing,9,FRA,Equestrianism,24,,,,GER,Archery,6,,,,FRA,Triathlon,6,,,,FRA,Equestrianism,20,,,,FIN,Badminton,2,,,,ESP,Triathlon,6,,,,EGY,Taekwondo,3
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TCH,Wrestling,14,TCH,Boxing,5,SAA,Swimming,1,URS,Rowing,26,POL,Gymnastics,84,PAK,Shooting,5,MEX,Water Polo,11,LIB,Boxing,1,MEX,Cycling,8,POR,Athletics,3,ISV,Equestrianism,1,GRE,Athletics,8,FRA,Fencing,32,,,,GER,Athletics,94,,,,FRA,Weightlifting,3,,,,FRA,Fencing,31,,,,FIN,Canoeing,7,,,,ESP,Water Polo,25,,,,EGY,Volleyball,12
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Alpine Skiing,4,TCH,Canoeing,13,SAA,Wrestling,3,URS,Sailing,11,POL,Hockey,13,PAK,Weightlifting,1,MEX,Weightlifting,3,LIB,Cycling,2,MEX,Diving,7,POR,Boxing,1,ISV,Fencing,5,GRE,Boxing,1,FRA,Figure Skating,12,,,,GER,Badminton,8,,,,FRA,Wrestling,3,,,,FRA,Gymnastics,74,,,,FIN,Diving,1,,,,ESP,Weightlifting,2,,,,EGY,Weightlifting,9
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Basketball,8,TCH,Cross Country Skiing,16,SGP,Athletics,2,URS,Shooting,14,POL,Modern Pentathlon,6,PAK,Wrestling,6,MEX,Wrestling,12,LIB,Fencing,16,MEX,Equestrianism,15,POR,Gymnastics,5,ISV,Sailing,9,GRE,Cross Country Skiing,6,FRA,Freestyle Skiing,6,,,,GER,Beach Volleyball,4,,,,FSM,Athletics,2,,,,FRA,Handball,30,,,,FIN,Equestrianism,1,,,,ESP,Wrestling,1,,,,EGY,Wrestling,10
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Cross Country Skiing,6,TCH,Fencing,8,SGP,Swimming,2,URS,Ski Jumping,3,POL,Nordic Combined,1,PAN,Athletics,9,MGL,Athletics,1,LIB,Judo,2,MEX,Football,16,POR,Judo,3,ISV,Shooting,3,GRE,Gymnastics,5,FRA,Gymnastics,57,,,,GER,Boxing,8,,,,FSM,Swimming,2,,,,FRA,Judo,13,,,,FIN,Judo,2,,,,EST,Archery,1,,,,ERI,Athletics,11
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Cycling,8,TCH,Figure Skating,7,SGP,Weightlifting,3,URS,Speed Skating,16,POL,Rowing,5,PAN,Boxing,1,MGL,Biathlon,2,LIB,Shooting,4,MEX,Gymnastics,10,POR,Swimming,5,ISV,Swimming,28,GRE,Rhythmic Gymnastics,2,FRA,Handball,16,,,,GER,Canoeing,35,,,,FSM,Weightlifting,1,,,,FRA,Modern Pentathlon,4,,,,FIN,Rowing,2,,,,EST,Athletics,11,,,,ERI,Cycling,1
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Equestrianism,8,TCH,Gymnastics,72,SRI,Athletics,1,URS,Swimming,12,POL,Shooting,10,PAN,Judo,1,MGL,Cross Country Skiing,4,LIB,Swimming,5,MEX,Judo,1,POR,Weightlifting,1,ITA,Alpine Skiing,18,GRE,Rowing,7,FRA,Ice Hockey,22,,,,GER,Cycling,23,,,,GAB,Athletics,3,,,,FRA,Rowing,21,,,,FIN,Sailing,9,,,,EST,Badminton,1,,,,ESA,Athletics,2
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Fencing,10,TCH,Ice Hockey,17,SRI,Boxing,2,URS,Water Polo,10,POL,Ski Jumping,1,PAN,Weightlifting,1,MGL,Gymnastics,22,LIB,Weightlifting,1,MEX,Rowing,1,PRK,Archery,3,ITA,Archery,3,GRE,Sailing,8,FRA,Judo,14,,,,GER,Diving,8,,,,GAB,Boxing,1,,,,FRA,Sailing,18,,,,FIN,Shooting,14,,,,EST,Cycling,2,,,,ESA,Judo,1
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Football,11,TCH,Modern Pentathlon,2,SRI,Diving,1,URS,Weightlifting,7,POL,Speed Skating,8,PAN,Wrestling,3,MGL,Shooting,7,LIB,Wrestling,2,MEX,Sailing,3,PRK,Athletics,3,ITA,Athletics,65,GRE,Shooting,4,FRA,Luge,5,,,,GER,Equestrianism,24,,,,GAB,Judo,2,,,,FRA,Shooting,12,,,,FIN,Swimming,9,,,,EST,Fencing,1,,,,ESA,Sailing,1
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Sailing,3,TCH,Nordic Combined,4,SRI,Swimming,3,URS,Wrestling,16,POL,Swimming,9,PER,Athletics,4,MGL,Speed Skating,4,LIE,Alpine Skiing,9,MEX,Shooting,7,PRK,Boxing,6,ITA,Basketball,12,GRE,Swimming,11,FRA,Modern Pentathlon,6,,,,GER,Fencing,30,,,,GAM,Athletics,2,,,,FRA,Swimming,51,,,,FIN,Tennis,1,,,,EST,Judo,1,,,,ESA,Shooting,1
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,Wrestling,14,TCH,Rowing,4,SUI,Alpine Skiing,24,URU,Athletics,1,POL,Weightlifting,7,PER,Basketball,12,MGL,Wrestling,8,LIE,Cycling,1,MEX,Swimming,22,PRK,Gymnastics,84,ITA,Biathlon,10,GRE,Tennis,4,FRA,Nordic Combined,7,,,,GER,Football,15,,,,GBR,Archery,3,,,,FRA,Synchronized Swimming,2,,,,FIN,Weightlifting,1,,,,EST,Rowing,6,,,,ESA,Swimming,4
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URU,Basketball,9,TCH,Ski Jumping,4,SUI,Athletics,40,URU,Basketball,12,POL,Wrestling,13,PER,Cycling,1,MLI,Athletics,1,LIE,Gymnastics,7,MEX,Water Polo,11,PRK,Judo,5,ITA,Bobsleigh,12,GRE,Water Polo,13,FRA,Rhythmic Gymnastics,2,,,,GER,Gymnastics,61,,,,GBR,Athletics,88,,,,FRA,Table Tennis,1,,,,FIN,Wrestling,1,,,,EST,Sailing,5,,,,ESA,Weightlifting,1
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URU,Boxing,7,TCH,Speed Skating,4,SUI,Basketball,14,URU,Cycling,13,POR,Athletics,5,PER,Shooting,10,MLI,Boxing,1,LIE,Judo,2,MEX,Weightlifting,1,PRK,Shooting,12,ITA,Boxing,7,GRE,Weightlifting,4,FRA,Rowing,25,,,,GER,Handball,30,,,,GBR,Badminton,16,,,,FRA,Taekwondo,4,,,,FRA,Archery,8,,,,EST,Shooting,2,,,,ESP,Archery,7
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URU,Fencing,8,TCH,Swimming,4,SUI,Bobsleigh,12,URU,Fencing,1,POR,Cycling,8,PER,Swimming,13,MLT,Shooting,1,LIE,Luge,1,MEX,Wrestling,2,PRK,Weightlifting,5,ITA,Canoeing,10,GRE,Wrestling,5,FRA,Sailing,17,,,,GER,Hockey,32,,,,GBR,Boxing,2,,,,FRA,Tennis,16,,,,FRA,Athletics,51,,,,EST,Swimming,4,,,,ESP,Athletics,49
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URU,Rowing,8,TCH,Wrestling,4,SUI,Boxing,6,URU,Rowing,2,POR,Equestrianism,16,PHI,Athletics,17,MON,Shooting,2,LIE,Shooting,2,MGL,Archery,4,PRK,Wrestling,3,ITA,Cross Country Skiing,31,GRN,Athletics,3,FRA,Shooting,24,,,,GER,Judo,13,,,,GBR,Canoeing,16,,,,FRA,Trampolining,1,,,,FRA,Badminton,2,,,,EST,Wrestling,2,,,,ESP,Badminton,2
